NETWORK_SID,DATETIME_KEY,NodeName,NeId,Object,Time,Interval,Direction,NeAlias,NeType,RFInputPower,TID,FarEndTID,SLOT,PORT
85828425,1/21/2021 5:15:00 AM,SOEM1,12313,1/8.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1688.1,AMM 20PB,-41.3,A88n,N06b,1/8+,1
85828425,1/21/2021 5:15:00 AM,SOEM1,12313,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1688.1,AMM 20PB,-39.8,A88h,A64b,1/5+,1
85828425,1/21/2021 5:15:00 AM,SOEM1,12313,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1688.1,AMM 20PB,-39.8,A88g,A64a,1/4+,1
85828425,1/21/2021 5:15:00 AM,SOEM1,12313,1/17.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1688.1,AMM 20PB,-43.5,A88i,L80b,1/17+,1
85828425,1/21/2021 5:15:00 AM,SOEM1,12313,1/16.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1688.1,AMM 20PB,-44.5,A88a,L80a,1/16+,1
85828425,1/21/2021 5:15:00 AM,SOEM1,12313,1/9.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1688.1,AMM 20PB,-36.6,A88c,545a,1/9+,1
85828425,1/21/2021 5:15:00 AM,SOEM1,12313,1/14.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1688.1,AMM 20PB,-47.6,A88e,L53b,1/14+,1
1184471311,1/21/2021 5:15:00 AM,SOEM1,10903,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-TO1591.1,AMM 6PC,-43.2,Z91b,Z60d,1/6+,1
376526363,1/21/2021 5:15:00 AM,SOEM1,12568,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5072.1,AMM 2PB,-52.0,272a,AT9p,1/2+,1
376526363,1/21/2021 5:15:00 AM,SOEM1,12568,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5072.1,AMM 2PB,-48.2,272c,n82a,1/3+,1
1647409340,1/21/2021 5:15:00 AM,SOEM1,12475,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-CO6001.1,AMM 2PB,-44.8,c01b,C16c,1/2+,1
2060190716,1/21/2021 5:15:00 AM,SOEM1,12362,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5307.1,AMM 2PB,-49.2,507a,L08g,1/2+,1
1477229207,1/21/2021 5:15:00 AM,SOEM1,12525,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1693-TN1.1,AMM 6PC,-43.5,A93d,AT1i,1/4+,1
1477229207,1/21/2021 5:15:00 AM,SOEM1,12525,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1693-TN1.1,AMM 6PC,-43.2,A93e,AT1h,1/5+,1
1477229207,1/21/2021 5:15:00 AM,SOEM1,12525,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1693-TN1.1,AMM 6PC,-39.5,A93b,208d,1/3+,1
1477229207,1/21/2021 5:15:00 AM,SOEM1,12525,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1693-TN1.1,AMM 6PC,-36.0,A93c,208c,1/2+,1
1044809764,1/21/2021 5:15:00 AM,SOEM1,12369,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5091.1,AMM 6PC,-43.2,291c,607a,1/5+,1
248949677,1/21/2021 5:15:00 AM,SOEM1,12511,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3545.1,AMM 2PB,-47.6,U45b,U08d,1/2+,1
852696113,1/21/2021 5:15:00 AM,SOEM1,11376,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5092.1,AMM 2PB,-46.4,292a,A12g,1/2+,1
922415618,1/21/2021 5:15:00 AM,SOEM1,11442,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1626.1,AMM 6PC,-36.6,A26d,A18c,1/2+,1
922415618,1/21/2021 5:15:00 AM,SOEM1,11442,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1626.1,AMM 6PC,-35.4,A26c,p64c,1/6+,1
697012686,1/21/2021 5:15:00 AM,SOEM1,12199,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5009-TN1.1,AMM 6PC,-47.0,209c,252b,1/4+,1
697012686,1/21/2021 5:15:00 AM,SOEM1,12199,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5009-TN1.1,AMM 6PC,-41.0,209a,520a,1/5+,1
697012686,1/21/2021 5:15:00 AM,SOEM1,12199,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5009-TN1.1,AMM 6PC,-43.5,209e,h32a,1/6+,1
697012686,1/21/2021 5:15:00 AM,SOEM1,12199,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5009-TN1.1,AMM 6PC,-35.4,209f,L75q,1/3+,1
697012686,1/21/2021 5:15:00 AM,SOEM1,12199,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5009-TN1.1,AMM 6PC,-35.7,209d,L75u,1/2+,1
893438149,1/21/2021 5:15:00 AM,SOEM1,12618,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2566.1,AMM 2PB,-41.3,C66c,c29b,1/3+,1
893438149,1/21/2021 5:15:00 AM,SOEM1,12618,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2566.1,AMM 2PB,-39.5,C66b,CT2g,1/2+,1
758910881,1/21/2021 5:15:00 AM,SOEM1,12537,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT15(AL5367).1,AMM 6PC,-47.6,ATFe,572b,1/5+,1
758910881,1/21/2021 5:15:00 AM,SOEM1,12537,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT15(AL5367).1,AMM 6PC,-39.8,ATFd,522a,1/4+,1
758910881,1/21/2021 5:15:00 AM,SOEM1,12537,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT15(AL5367).1,AMM 6PC,-35.7,ATFg,AT1p,1/3+,1
758910881,1/21/2021 5:15:00 AM,SOEM1,12537,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT15(AL5367).1,AMM 6PC,-35.1,ATFc,AT1r,1/2+,1
430770452,1/21/2021 5:15:00 AM,SOEM1,12580,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5017.1,AMM 2PB,-36.6,217b,AT9i,1/2+,1
426038317,1/21/2021 5:15:00 AM,SOEM1,12569,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3507.1,AMM 2PB,-44.5,U07b,U14c,1/2+,1
803678513,1/21/2021 5:15:00 AM,SOEM1,12613,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ0651.1,AMM 2PB,-47.3,J51a,J16i,1/2+,1
202293147,1/21/2021 5:15:00 AM,SOEM1,12586,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-BMT04-TOT01.1,AMM 6PC,-93.7,UT4w,ZT1W,1/5+,1
202293147,1/21/2021 5:15:00 AM,SOEM1,12586,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-BMT04-TOT01.1,AMM 6PC,-93.4,UT4e,ZT1o,1/4+,1
850559946,1/21/2021 5:15:00 AM,SOEM1,12617,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2553.1,AMM 2PB,-40.4,C53c,c35b,1/2+,1
850559946,1/21/2021 5:15:00 AM,SOEM1,12617,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2553.1,AMM 2PB,-39.5,C53b,CT2e,1/3+,1
1389846540,1/21/2021 5:15:00 AM,SOEM1,12615,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2557.1,AMM 2PB,-39.5,C57b,CT2f,1/2+,1
1389846540,1/21/2021 5:15:00 AM,SOEM1,12615,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2557.1,AMM 2PB,-41.6,C57c,c76b,1/3+,1
513684116,1/21/2021 5:15:00 AM,SOEM1,12594,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL4948.1,AMM 6PC,-44.2,L48b,A59c,1/4+,1
380634467,1/21/2021 5:15:00 AM,SOEM1,12640,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2561.1,AMM 2PB,-41.0,C61b,CT8h,1/2+,1
2110694612,1/21/2021 5:15:00 AM,SOEM1,12593,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3514.1,AMM 20PB,-99.9,TRMA,TRMB,1/4+,1
2110694612,1/21/2021 5:15:00 AM,SOEM1,12593,1/10.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3514.1,AMM 20PB,-47.0,U14h,U82a,1/10+,1
2110694612,1/21/2021 5:15:00 AM,SOEM1,12593,1/8.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3514.1,AMM 20PB,-44.8,U14c,U07b,1/8+,1
2110694612,1/21/2021 5:15:00 AM,SOEM1,12593,1/9.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3514.1,AMM 20PB,-47.3,U14g,U63a,1/9+,1
2110694612,1/21/2021 5:15:00 AM,SOEM1,12593,1/16.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3514.1,AMM 20PB,-43.8,U14a,u81a,1/16+,1
2110694612,1/21/2021 5:15:00 AM,SOEM1,12593,1/12.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3514.1,AMM 20PB,-41.0,U14g,R62a,1/12+,1
281391473,1/21/2021 5:15:00 AM,SOEM1,12583,1/15.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT09-TN1.1,AMM 20PB,-50.4,AT9p,272a,1/15+,1
281391473,1/21/2021 5:15:00 AM,SOEM1,12583,1/9.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT09-TN1.1,AMM 20PB,-46.4,AT9g,248a,1/9+,1
281391473,1/21/2021 5:15:00 AM,SOEM1,12583,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT09-TN1.1,AMM 20PB,-38.2,AT9d,L02b,1/6+,1
281391473,1/21/2021 5:15:00 AM,SOEM1,12583,1/13.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT09-TN1.1,AMM 20PB,-37.9,AT9i,217b,1/13+,1
281391473,1/21/2021 5:15:00 AM,SOEM1,12583,1/19.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT09-TN1.1,AMM 20PB,-39.8,AT9a,h13a,1/19+,1
281391473,1/21/2021 5:15:00 AM,SOEM1,12583,1/18.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT09-TN1.1,AMM 20PB,-42.9,AT9q,U62a,1/18+,1
281391473,1/21/2021 5:15:00 AM,SOEM1,12583,1/17.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT09-TN1.1,AMM 20PB,-47.9,AT9r,544a,1/17+,1
678172905,1/21/2021 5:15:00 AM,SOEM1,12483,1/9.1/1,2021-01-21 00:00:00,24,Near End,TN-ANT01-TN1.1,AMM 20PB,-42.0,NT1u,N29j,1/9+,1
678172905,1/21/2021 5:15:00 AM,SOEM1,12483,1/7.1/1,2021-01-21 00:00:00,24,Near End,TN-ANT01-TN1.1,AMM 20PB,-40.1,NT1s,N29e,1/7+,1
678172905,1/21/2021 5:15:00 AM,SOEM1,12483,1/8.1/1,2021-01-21 00:00:00,24,Near End,TN-ANT01-TN1.1,AMM 20PB,-42.3,NT1t,N29i,1/8+,1
678172905,1/21/2021 5:15:00 AM,SOEM1,12483,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-ANT01-TN1.1,AMM 20PB,-40.1,NT1r,N29b,1/6+,1
678172905,1/21/2021 5:15:00 AM,SOEM1,12483,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-ANT01-TN1.1,AMM 20PB,-39.5,NT1b,N74c,1/4+,1
678172905,1/21/2021 5:15:00 AM,SOEM1,12483,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-ANT01-TN1.1,AMM 20PB,-40.7,NT1a,N74a,1/5+,1
678172905,1/21/2021 5:15:00 AM,SOEM1,12483,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-ANT01-TN1.1,AMM 20PB,-99.9,NT1n,NT6b,1/3+,1
678172905,1/21/2021 5:15:00 AM,SOEM1,12483,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-ANT01-TN1.1,AMM 20PB,-99.9,NT1n,NT6b,1/2+,1
678172905,1/21/2021 5:15:00 AM,SOEM1,12483,1/16.1/1,2021-01-21 00:00:00,24,Near End,TN-ANT01-TN1.1,AMM 20PB,-47.6,NT1e,N04b,1/16+,1
678172905,1/21/2021 5:15:00 AM,SOEM1,12483,1/17.1/1,2021-01-21 00:00:00,24,Near End,TN-ANT01-TN1.1,AMM 20PB,-44.2,NT1m,x09b,1/17+,1
678172905,1/21/2021 5:15:00 AM,SOEM1,12483,1/14.1/1,2021-01-21 00:00:00,24,Near End,TN-ANT01-TN1.1,AMM 20PB,-35.7,NT1l,N45b,1/14+,1
678172905,1/21/2021 5:15:00 AM,SOEM1,12483,1/15.1/1,2021-01-21 00:00:00,24,Near End,TN-ANT01-TN1.1,AMM 20PB,-40.7,NT1p,N56b,1/15+,1
1040923671,1/21/2021 5:15:00 AM,SOEM1,12571,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3512.1,AMM 2PB,-45.7,U12b,U64a,1/3+,1
1040923671,1/21/2021 5:15:00 AM,SOEM1,12571,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3512.1,AMM 2PB,-42.0,U12b,U63a,1/2+,1
1698982669,1/21/2021 5:15:00 AM,SOEM1,12472,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-COT01-TN1.1,AMM 20PB,-47.9,CT1p,CT2x,1/6+,1
1698982669,1/21/2021 5:15:00 AM,SOEM1,12472,1/7.1/1,2021-01-21 00:00:00,24,Near End,TN-COT01-TN1.1,AMM 20PB,-47.6,CT1q,CT2y,1/7+,1
1698982669,1/21/2021 5:15:00 AM,SOEM1,12472,1/8.1/1,2021-01-21 00:00:00,24,Near End,TN-COT01-TN1.1,AMM 20PB,-40.1,Ct1s,C09x,1/8+,1
1698982669,1/21/2021 5:15:00 AM,SOEM1,12472,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-COT01-TN1.1,AMM 20PB,-48.2,CT1o,CT2k,1/5+,1
1698982669,1/21/2021 5:15:00 AM,SOEM1,12472,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-COT01-TN1.1,AMM 20PB,-48.5,CT1n,CT2j,1/4+,1
1698982669,1/21/2021 5:15:00 AM,SOEM1,12472,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-COT01-TN1.1,AMM 20PB,-52.3,CT1x,C82d,1/3+,1
1698982669,1/21/2021 5:15:00 AM,SOEM1,12472,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-COT01-TN1.1,AMM 20PB,-47.0,CT1x,C82d,1/2+,1
1698982669,1/21/2021 5:15:00 AM,SOEM1,12472,1/9.1/1,2021-01-21 00:00:00,24,Near End,TN-COT01-TN1.1,AMM 20PB,-36.9,Ct1l,C09y,1/9+,1
1698982669,1/21/2021 5:15:00 AM,SOEM1,12472,1/17.1/1,2021-01-21 00:00:00,24,Near End,TN-COT01-TN1.1,AMM 20PB,-38.5,CT1a,C86y,1/17+,1
1698982669,1/21/2021 5:15:00 AM,SOEM1,12472,1/15.1/1,2021-01-21 00:00:00,24,Near End,TN-COT01-TN1.1,AMM 20PB,-31.6,CT1w,C63a,1/15+,1
1698982669,1/21/2021 5:15:00 AM,SOEM1,12472,1/16.1/1,2021-01-21 00:00:00,24,Near End,TN-COT01-TN1.1,AMM 20PB,-37.6,CT1d,C86g,1/16+,1
1698982669,1/21/2021 5:15:00 AM,SOEM1,12472,1/14.1/1,2021-01-21 00:00:00,24,Near End,TN-COT01-TN1.1,AMM 20PB,-36.0,CT1t,C63b,1/14+,1
827487584,1/21/2021 5:15:00 AM,SOEM1,12609,1/8.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1692.1,AMM 20PB,-41.0,A92g,215a,1/8+,1
827487584,1/21/2021 5:15:00 AM,SOEM1,12609,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1692.1,AMM 20PB,-40.7,A92n,L04j,1/6+,1
827487584,1/21/2021 5:15:00 AM,SOEM1,12609,1/7.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1692.1,AMM 20PB,-40.4,A92m,L04k,1/7+,1
827487584,1/21/2021 5:15:00 AM,SOEM1,12609,1/15.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1692.1,AMM 20PB,-35.7,A92n,AT1z,1/15+,1
827487584,1/21/2021 5:15:00 AM,SOEM1,12609,1/16.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1692.1,AMM 20PB,-53.3,A92d,A91a,1/16+,1
827487584,1/21/2021 5:15:00 AM,SOEM1,12609,1/14.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1692.1,AMM 20PB,-36.9,A92m,AT1y,1/14+,1
827487584,1/21/2021 5:15:00 AM,SOEM1,12609,1/13.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1692.1,AMM 20PB,-48.9,A92f,k47a,1/13+,1
827487584,1/21/2021 5:15:00 AM,SOEM1,12609,1/12.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1692.1,AMM 20PB,-48.5,A92i,216a,1/12+,1
1316078089,1/21/2021 5:15:00 AM,SOEM1,12657,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-CO6014.1,AMM 2PB,-40.7,C14b,C39g,1/2+,1
2060742767,1/21/2021 5:15:00 AM,SOEM1,12642,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-CO6006.1,AMM 2PB,-34.7,c06c,CP7b,1/3+,1
2060742767,1/21/2021 5:15:00 AM,SOEM1,12642,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-CO6006.1,AMM 2PB,-44.5,CO6b,CT5h,1/2+,1
1265629889,1/21/2021 5:15:00 AM,SOEM1,12616,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-COT02 (CO2506).1,AMM 20PB,-49.5,CT2h,c43b,1/4+,1
1265629889,1/21/2021 5:15:00 AM,SOEM1,12616,1/17.1/1,2021-01-21 00:00:00,24,Near End,TN-COT02 (CO2506).1,AMM 20PB,-48.5,CT2k,CT1o,1/17+,1
1265629889,1/21/2021 5:15:00 AM,SOEM1,12616,1/14.1/1,2021-01-21 00:00:00,24,Near End,TN-COT02 (CO2506).1,AMM 20PB,-46.7,CT2i,c27b,1/14+,1
1265629889,1/21/2021 5:15:00 AM,SOEM1,12616,1/16.1/1,2021-01-21 00:00:00,24,Near End,TN-COT02 (CO2506).1,AMM 20PB,-48.5,CT2j,CT1n,1/16+,1
1265629889,1/21/2021 5:15:00 AM,SOEM1,12616,1/9.1/1,2021-01-21 00:00:00,24,Near End,TN-COT02 (CO2506).1,AMM 20PB,-41.6,CT2d,C18b,1/9+,1
1265629889,1/21/2021 5:15:00 AM,SOEM1,12616,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-COT02 (CO2506).1,AMM 20PB,-56.4,CT2c,C12b,1/6+,1
1265629889,1/21/2021 5:15:00 AM,SOEM1,12616,1/8.1/1,2021-01-21 00:00:00,24,Near End,TN-COT02 (CO2506).1,AMM 20PB,-39.1,CT2f,C57b,1/8+,1
1265629889,1/21/2021 5:15:00 AM,SOEM1,12616,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-COT02 (CO2506).1,AMM 20PB,-39.5,CT2g,C66b,1/5+,1
1265629889,1/21/2021 5:15:00 AM,SOEM1,12616,1/7.1/1,2021-01-21 00:00:00,24,Near End,TN-COT02 (CO2506).1,AMM 20PB,-39.1,CT2e,C53b,1/7+,1
1265629889,1/21/2021 5:15:00 AM,SOEM1,12616,1/18.1/1,2021-01-21 00:00:00,24,Near End,TN-COT02 (CO2506).1,AMM 20PB,-48.2,CT2x,CT1p,1/18+,1
1265629889,1/21/2021 5:15:00 AM,SOEM1,12616,1/19.1/1,2021-01-21 00:00:00,24,Near End,TN-COT02 (CO2506).1,AMM 20PB,-47.0,CT2y,CT1q,1/19+,1
895869626,1/21/2021 5:15:00 AM,SOEM1,12638,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2544.1,AMM 2PB,-41.6,C44b,CT8c,1/2+,1
1334384034,1/21/2021 5:15:00 AM,SOEM1,12635,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-CO6016.1,AMM 2PB,-45.7,c16b,C24c,1/2+,1
2090848346,1/21/2021 5:15:00 AM,SOEM1,12641,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2554.1,AMM 2PB,-49.8,C54c,C83c,1/3+,1
2090848346,1/21/2021 5:15:00 AM,SOEM1,12641,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2554.1,AMM 2PB,-42.6,C54b,CT5n,1/2+,1
903453629,1/21/2021 5:15:00 AM,SOEM1,12639,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2531.1,AMM 2PB,-39.1,C31b,CT8d,1/2+,1
903453629,1/21/2021 5:15:00 AM,SOEM1,12639,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2531.1,AMM 2PB,-41.0,C31a,C62a,1/3+,1
677829201,1/21/2021 5:15:00 AM,SOEM1,12704,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-AL4951.1,AMM 6PC,-47.3,L51d,286a,1/6+,1
74719105,1/21/2021 5:15:00 AM,SOEM1,12619,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2512.1,AMM 6PC,-49.5,C12d,C05b,1/5+,1
74719105,1/21/2021 5:15:00 AM,SOEM1,12619,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2512.1,AMM 6PC,-46.4,C12c,C11b,1/3+,1
74719105,1/21/2021 5:15:00 AM,SOEM1,12619,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2512.1,AMM 6PC,-57.0,C12b,CT2c,1/2+,1
439189276,1/21/2021 5:15:00 AM,SOEM1,12620,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2518.1,AMM 6PC,-47.3,C18c,c02b,1/4+,1
439189276,1/21/2021 5:15:00 AM,SOEM1,12620,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2518.1,AMM 6PC,-46.0,C18d,C05b,1/5+,1
439189276,1/21/2021 5:15:00 AM,SOEM1,12620,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2518.1,AMM 6PC,-41.6,C18b,CT2d,1/2+,1
654037143,1/21/2021 5:15:00 AM,SOEM1,12652,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2552.1,AMM 6PC,-42.0,C52c,C55b,1/5+,1
654037143,1/21/2021 5:15:00 AM,SOEM1,12652,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2552.1,AMM 6PC,-31.9,C52b,C46c,1/6+,1
654037143,1/21/2021 5:15:00 AM,SOEM1,12652,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2552.1,AMM 6PC,-42.3,C52d,C56b,1/4+,1
654037143,1/21/2021 5:15:00 AM,SOEM1,12652,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2552.1,AMM 6PC,-39.5,C52e,CT5m,1/3+,1
654037143,1/21/2021 5:15:00 AM,SOEM1,12652,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2552.1,AMM 6PC,-38.2,C52g,CT5y,1/2+,1
801388822,1/21/2021 5:15:00 AM,SOEM1,12671,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2589.1,AMM 2PB,-46.0,C89c,c51b,1/3+,1
801388822,1/21/2021 5:15:00 AM,SOEM1,12671,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2589.1,AMM 2PB,-39.8,C89b,C62d,1/2+,1
44941292,1/21/2021 5:15:00 AM,SOEM1,12674,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2547.1,AMM 2PB,-44.5,C47c,c17c,1/3+,1
75829636,1/21/2021 5:15:00 AM,SOEM1,12661,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2555.1,AMM 2PB,-40.4,C55b,C52c,1/3+,1
701336544,1/21/2021 5:15:00 AM,SOEM1,12662,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2546.1,AMM 2PB,-31.9,C46c,C52b,1/3+,1
1580575101,1/21/2021 5:15:00 AM,SOEM1,12659,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-CO6000.1,AMM 2PB,-45.7,C00b,C39c,1/2+,1
384619424,1/21/2021 5:15:00 AM,SOEM1,12675,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2585.1,AMM 2PB,-47.6,C85b,C62c,1/2+,1
736590559,1/21/2021 5:15:00 AM,SOEM1,12453,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BJT04(BJ0661)-TN1.1,AMM 20PB,-56.4,J61m,JTDa,1/3+,1
736590559,1/21/2021 5:15:00 AM,SOEM1,12453,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BJT04(BJ0661)-TN1.1,AMM 20PB,-50.7,J61m,JTDa,1/2+,1
1854775582,1/21/2021 5:15:00 AM,SOEM1,12666,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2511.1,AMM 2PB,-47.3,C11b,C12c,1/2+,1
736590559,1/21/2021 5:15:00 AM,SOEM1,12453,1/17.1/1,2021-01-21 00:00:00,24,Near End,TN-BJT04(BJ0661)-TN1.1,AMM 20PB,-44.5,J61l,j44b,1/17+,1
736590559,1/21/2021 5:15:00 AM,SOEM1,12453,1/16.1/1,2021-01-21 00:00:00,24,Near End,TN-BJT04(BJ0661)-TN1.1,AMM 20PB,-43.8,J61k,j44a,1/16+,1
736590559,1/21/2021 5:15:00 AM,SOEM1,12453,1/13.1/1,2021-01-21 00:00:00,24,Near End,TN-BJT04(BJ0661)-TN1.1,AMM 20PB,-40.1,J61e,J20b,1/13+,1
736590559,1/21/2021 5:15:00 AM,SOEM1,12453,1/7.1/1,2021-01-21 00:00:00,24,Near End,TN-BJT04(BJ0661)-TN1.1,AMM 20PB,-46.4,J61g,J22e,1/7+,1
736590559,1/21/2021 5:15:00 AM,SOEM1,12453,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-BJT04(BJ0661)-TN1.1,AMM 20PB,-40.7,J61g,J22e,1/6+,1
736590559,1/21/2021 5:15:00 AM,SOEM1,12453,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-BJT04(BJ0661)-TN1.1,AMM 20PB,-99.9,J61b,J59c,1/4+,1
270595234,1/21/2021 5:15:00 AM,SOEM1,12665,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2505.1,AMM 2PB,-50.1,C25b,C12d,1/3+,1
1463527723,1/21/2021 5:15:00 AM,SOEM1,12634,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2539-TN1.1,AMM 6PC,-42.6,C39g,C14b,1/6+,1
1463527723,1/21/2021 5:15:00 AM,SOEM1,12634,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2539-TN1.1,AMM 6PC,-41.3,C39e,C59b,1/5+,1
1463527723,1/21/2021 5:15:00 AM,SOEM1,12634,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2539-TN1.1,AMM 6PC,-46.7,C39c,C00b,1/4+,1
1463527723,1/21/2021 5:15:00 AM,SOEM1,12634,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2539-TN1.1,AMM 6PC,-47.6,C39b,CT5w,1/3+,1
